Hour,Minute,Second,Millisecond,Time,Price
16,55,52,137,55:52.1,44.89
10,28,57,206,28:57.2,48.04
11,28,5,200,28:05.2,43.4
12,23,11,803,23:11.8,38.7
12,29,0,569,29:00.6,39.36
10,5,58,703,05:58.7,46.12
12,8,25,454,08:25.5,40.54
14,40,48,508,40:48.5,43.24
9,36,51,898,36:51.9,44.4
12,49,27,264,49:27.3,39.84
15,22,36,445,22:36.4,44.22
11,31,59,352,31:59.4,43.1
15,53,43,80,53:43.1,41.64
11,41,7,660,41:07.7,42.72
13,35,48,497,35:48.5,43.17
14,39,23,124,39:23.1,43.35
13,24,37,965,24:38.0,41.95
9,27,37,547,27:37.5,45.42
13,55,0,264,55:00.3,41.05
12,38,29,8,38:29.0,38.84
16,55,58,984,55:59.0,44.94
11,34,41,1,34:41.0,43.49
12,20,34,628,20:34.6,39.32
12,57,8,382,57:08.4,40.17
10,16,7,157,16:07.2,47.56
16,17,38,328,17:38.3,43
16,47,5,998,47:06.0,43.41
14,4,15,892,04:15.9,39.33
12,52,35,245,52:35.2,40.91
10,33,18,79,33:18.1,47.45
10,42,30,160,42:30.2,44.04
10,36,12,350,36:12.3,46.68
13,43,22,48,43:22.0,42.9
12,38,55,522,38:55.5,38.33
14,15,34,620,15:34.6,40.02
11,31,47,463,31:47.5,43.17
11,55,34,835,55:34.8,42.46
15,22,34,507,22:34.5,44.19
16,49,22,379,49:22.4,42.39
15,24,22,143,24:22.1,44.81
12,28,25,155,28:25.2,39.16
10,1,22,903,01:22.9,45.61
13,23,56,992,23:57.0,42.15
12,59,53,193,59:53.2,40.71
10,14,4,842,14:04.8,46.84
14,15,28,775,15:28.8,39.93
9,47,0,521,47:00.5,45.78
16,12,10,979,12:11.0,43.88
10,46,36,598,46:36.6,45.11
14,18,3,185,18:03.2,39.91
11,59,47,323,59:47.3,41.97
11,9,21,809,09:21.8,46.36
16,53,45,45,53:45.0,44.38
16,42,30,126,42:30.1,44.08
16,56,37,837,56:37.8,44.06
14,34,23,884,34:23.9,42.59
13,22,22,889,22:22.9,42.04
9,0,38,827,00:38.8,46.31
15,1,20,426,01:20.4,43.15
16,13,2,385,13:02.4,43.33
9,16,44,397,16:44.4,45.76
14,4,38,141,04:38.1,39.06
12,37,12,879,37:12.9,39.23
12,52,41,751,52:41.8,40.91
15,14,17,191,14:17.2,43.07
15,23,37,146,23:37.1,44.78
11,18,36,831,18:36.8,45.61
14,21,13,816,21:13.8,41.69
11,33,27,510,33:27.5,43.68
13,28,3,833,28:03.8,41.78
10,38,18,83,38:18.1,45.95
11,45,48,601,45:48.6,42.71
10,48,26,864,48:26.9,45.87
15,7,22,542,07:22.5,41.95
11,8,8,793,08:08.8,46.28
10,59,51,998,59:52.0,46.23
15,13,14,479,13:14.5,42.81
15,4,26,913,04:26.9,42.54
11,51,48,813,51:48.8,42.3
13,32,40,637,32:40.6,42.46
12,3,27,561,03:27.6,39.92
10,48,8,864,48:08.9,45.68
15,36,40,880,36:40.9,44.26
15,13,25,236,13:25.2,42.94
11,35,10,252,35:10.3,43.51
14,6,29,591,06:29.6,38.49
14,6,10,480,06:10.5,38.88
14,40,32,808,40:32.8,43.27
10,16,38,83,16:38.1,47.64
15,27,43,770,27:43.8,42.96
16,18,16,115,18:16.1,42.41
9,49,18,799,49:18.8,46.52
14,8,2,120,08:02.1,38.81
11,15,3,99,15:03.1,45.51
13,34,22,140,34:22.1,42.48
11,20,0,51,20:00.1,45.68
9,2,32,847,02:32.8,45.8
11,12,8,651,12:08.7,45.84
10,26,27,244,26:27.2,47.74
12,57,29,938,57:29.9,40.21
11,48,43,407,48:43.4,43.19
11,47,17,771,47:17.8,43.08
14,56,44,223,56:44.2,43.37
10,18,33,414,18:33.4,47.34
11,23,50,319,23:50.3,44.48
11,14,4,905,14:04.9,45.86
9,28,39,511,28:39.5,46.21
12,5,6,689,05:06.7,40.11
12,45,51,663,45:51.7,39.62
15,54,18,573,54:18.6,41.11
10,57,24,111,57:24.1,45.22
13,45,5,323,45:05.3,43.02
14,13,24,617,13:24.6,40.29
15,10,33,614,10:33.6,42.13
16,9,59,54,09:59.1,44.11
9,36,26,869,36:26.9,44.26
11,52,38,621,52:38.6,41.52
16,46,15,943,46:15.9,43.74
10,1,48,415,01:48.4,45.84
13,29,5,270,29:05.3,41.87
12,53,22,83,53:22.1,40.94
16,27,32,185,27:32.2,41.98
15,8,21,587,08:21.6,42.1
10,59,23,449,59:23.4,45.85
10,46,59,723,46:59.7,44.98
12,56,12,860,56:12.9,40.13
16,57,23,250,57:23.3,43.62
10,12,48,354,12:48.4,46.87
12,16,10,403,16:10.4,39.48
9,54,41,262,54:41.3,44.87
12,34,2,0,34:02.0,39.96
11,23,28,851,23:28.9,44.69
15,8,21,160,08:21.2,42.05
11,25,3,305,25:03.3,44.43
16,48,18,978,48:19.0,42.64
9,11,52,121,11:52.1,45.8
12,34,46,751,34:46.8,40.1
11,23,36,756,23:36.8,44.59
9,7,26,184,07:26.2,46.4
13,27,42,486,27:42.5,41.7
16,7,2,620,07:02.6,43.22
9,50,48,368,50:48.4,46.09
12,15,6,431,15:06.4,39.16
16,35,34,782,35:34.8,43.43
12,33,57,213,33:57.2,39.99
14,40,39,927,40:39.9,43.14
12,58,31,691,58:31.7,40.3
10,43,51,886,43:51.9,43.91
15,8,22,552,08:22.6,42.17
13,42,16,976,42:17.0,42.5
12,11,31,378,11:31.4,41
14,53,16,533,53:16.5,44.19
12,16,6,837,16:06.8,39.74
16,22,35,565,22:35.6,42.53
14,19,46,8,19:46.0,40.72
16,12,58,677,12:58.7,43.28
9,35,12,827,35:12.8,44.86
12,46,53,888,46:53.9,39.03
9,23,41,355,23:41.4,45.81
13,4,44,697,04:44.7,41.17
9,10,35,314,10:35.3,46.23
12,27,32,381,27:32.4,39.99
14,44,55,36,44:55.0,43.59
16,52,1,107,52:01.1,43.17
11,23,13,128,23:13.1,44.78
13,48,47,191,48:47.2,41.9
9,53,6,607,53:06.6,45.26
9,56,30,936,56:30.9,45.23
11,17,12,502,17:12.5,45.19
9,11,7,160,11:07.2,46.2
16,19,58,861,19:58.9,42.2
13,26,35,318,26:35.3,42.17
9,43,40,140,43:40.1,44.18
16,34,18,153,34:18.2,43.63
10,57,14,109,57:14.1,45.56
9,22,30,269,22:30.3,45.56
9,10,40,882,10:40.9,46.32
13,42,3,160,42:03.2,42.29
12,6,24,824,06:24.8,40.36
15,52,16,187,52:16.2,42.08
10,29,43,78,29:43.1,48.88
14,56,33,185,56:33.2,43.17
13,55,46,799,55:46.8,40.69
10,50,53,80,50:53.1,46.32
15,50,37,728,50:37.7,42
13,54,43,256,54:43.3,40.95
15,3,43,826,03:43.8,42.86
11,56,43,906,56:43.9,42.41
10,18,57,373,18:57.4,47.67
12,24,9,876,24:09.9,39.36
12,8,7,265,08:07.3,40.57
10,17,35,848,17:35.8,47.38
10,28,37,10,28:37.0,48.19
13,56,13,108,56:13.1,40.11
12,25,34,188,25:34.2,39.12
15,44,6,396,44:06.4,43.12
11,41,29,815,41:29.8,42.54
9,33,10,959,33:11.0,45.92
9,55,14,481,55:14.5,45.09
12,27,8,465,27:08.5,40.24
12,14,20,957,14:21.0,39.63
9,21,50,62,21:50.1,46.27
10,43,39,211,43:39.2,43.95
9,28,24,516,28:24.5,45.96
13,37,38,140,37:38.1,43.01
15,5,41,985,05:42.0,42.4
16,41,18,956,41:19.0,45.55
10,33,4,78,33:04.1,47.01
9,6,55,194,06:55.2,46.67
14,36,53,466,36:53.5,42.54
11,11,0,769,11:00.8,45.44
10,44,8,262,44:08.3,44.38
11,38,45,852,38:45.9,42.54
11,51,11,76,51:11.1,42.63
16,19,39,732,19:39.7,42.35
9,38,56,26,38:56.0,44.17
15,5,35,412,05:35.4,42.31
9,16,51,661,16:51.7,45.47
14,22,12,308,22:12.3,41.66
13,37,24,139,37:24.1,42.9
16,54,22,576,54:22.6,44.51
13,50,46,540,50:46.5,41.62
16,50,45,383,50:45.4,42.87
11,5,0,60,05:00.1,45.97
15,25,21,946,25:21.9,43.18
10,39,25,158,39:25.2,45.72
16,32,47,862,32:47.9,42.64
9,8,56,820,08:56.8,45.7
16,52,24,761,52:24.8,43.21
11,10,30,516,10:30.5,46.01
14,4,5,792,04:05.8,39.1
15,44,58,214,44:58.2,43.27
11,39,24,558,39:24.6,42.46
9,29,46,114,29:46.1,46.55
11,39,59,612,39:59.6,42.31
12,15,56,347,15:56.3,39.61
15,11,57,589,11:57.6,42.37
12,57,15,445,57:15.4,40.4
13,9,10,991,09:11.0,40.63
13,10,1,811,10:01.8,40.32
9,12,22,419,12:22.4,46.01
15,30,41,871,30:41.9,43.59
9,1,12,756,01:12.8,46.45
16,34,51,276,34:51.3,43.66
10,57,43,633,57:43.6,45.19
9,14,48,583,14:48.6,45.14
9,26,19,915,26:19.9,44.91
16,24,36,213,24:36.2,42.71
15,22,22,378,22:22.4,43.9
11,55,23,331,55:23.3,42.27
9,45,23,707,45:23.7,45.21
11,5,59,507,05:59.5,46.29
13,18,16,35,18:16.0,41.71
9,59,40,972,59:41.0,45.52
15,36,28,269,36:28.3,44.5
13,41,53,554,41:53.6,42.28
11,45,20,351,45:20.4,42.26
12,50,14,518,50:14.5,39.85
14,54,15,464,54:15.5,43.99
15,31,42,433,31:42.4,43.43
11,9,52,563,09:52.6,46.11
13,5,10,913,05:10.9,41.04
9,37,41,567,37:41.6,44.13
14,22,15,657,22:15.7,41.67
14,28,48,479,28:48.5,42.15
16,10,49,977,10:50.0,43.96
10,0,51,906,00:51.9,45.52
11,25,23,776,25:23.8,44.23
15,47,26,365,47:26.4,42.73
9,55,5,202,55:05.2,45.08
14,11,15,90,11:15.1,39.79
16,27,57,611,27:57.6,41.94
12,17,41,996,17:42.0,39.42
14,40,44,419,40:44.4,43.22
13,22,15,62,22:15.1,42.19
15,35,3,161,35:03.2,43.9
12,46,0,392,46:00.4,39.72
15,44,44,516,44:44.5,43
10,58,56,957,58:57.0,45.61
13,15,32,548,15:32.5,41.17
10,31,21,563,31:21.6,47.69
14,15,15,515,15:15.5,39.96
14,0,54,863,00:54.9,39.45
16,46,57,451,46:57.5,43.29
9,44,23,424,44:23.4,44.69
16,7,16,331,07:16.3,43.2
12,38,3,902,38:03.9,38.98
15,5,31,905,05:31.9,42.37
14,10,48,513,10:48.5,39.59
9,9,39,603,09:39.6,46.5
14,37,42,214,37:42.2,42.78
10,8,17,442,08:17.4,47.07
13,37,22,591,37:22.6,42.89
9,44,8,523,44:08.5,44.61
14,11,7,865,11:07.9,39.57
11,48,28,601,48:28.6,43.48
14,17,55,554,17:55.6,40.2
11,53,18,733,53:18.7,41.93
11,5,28,988,05:29.0,46.3
12,48,4,704,48:04.7,39.22
15,28,39,896,28:39.9,43.05
15,46,16,457,46:16.5,42.53
12,16,8,981,16:09.0,39.6
15,57,22,358,57:22.4,42.25
11,4,59,536,04:59.5,45.95
9,21,44,884,21:44.9,46.31
14,41,49,503,41:49.5,43.33
11,10,55,979,10:56.0,45.42
16,21,31,26,21:31.0,42.53
13,49,30,973,49:31.0,42.51
15,59,17,332,59:17.3,42.85
14,20,22,90,20:22.1,41.01
14,21,25,520,21:25.5,41.78
10,0,44,848,00:44.8,45.39
15,39,32,681,39:32.7,44.28
16,43,16,366,43:16.4,44.32
13,16,48,206,16:48.2,41.27
13,11,27,196,11:27.2,40
15,2,38,927,02:38.9,42.48
14,44,48,936,44:48.9,43.37
11,19,26,775,19:26.8,45.87
9,56,54,681,56:54.7,45.18
9,25,51,261,25:51.3,45.09
14,40,24,7,40:24.0,43.48
15,7,11,177,07:11.2,41.91
14,4,28,545,04:28.5,39.1
9,43,47,112,43:47.1,44.25
10,12,28,658,12:28.7,46.75
15,26,20,236,26:20.2,42.88
9,42,47,626,42:47.6,44.66
11,3,21,648,03:21.6,46.08
10,37,48,298,37:48.3,46.37
12,55,3,754,55:03.8,40.45
9,59,8,351,59:08.4,45.11
9,49,57,266,49:57.3,46.11
10,38,50,902,38:50.9,46.12
10,12,12,813,12:12.8,47.32
16,51,59,482,51:59.5,43.22
11,17,58,518,17:58.5,45.86
14,39,37,274,39:37.3,43.32
13,12,9,274,12:09.3,40.15
9,22,26,135,22:26.1,45.6
14,27,28,792,27:28.8,42.32
14,29,30,333,29:30.3,42.32
10,25,37,502,25:37.5,48.28
11,42,37,661,42:37.7,42.59
13,48,27,399,48:27.4,41.94
16,15,19,977,15:20.0,43.45
12,15,36,944,15:36.9,39.12
14,6,7,677,06:07.7,38.82
12,41,56,525,41:56.5,39.32
16,42,36,467,42:36.5,44.13
13,20,1,767,20:01.8,42.15
10,46,19,686,46:19.7,44.82
15,41,59,946,41:59.9,43.52
12,49,46,235,49:46.2,40.13
12,20,15,455,20:15.5,39.49
15,55,50,459,55:50.5,41.29
10,4,59,870,04:59.9,46.19
9,10,0,776,10:00.8,46.19
10,34,47,946,34:47.9,47.75
11,19,9,511,19:09.5,45.92
10,40,46,591,40:46.6,45.4
16,10,16,84,10:16.1,43.69
14,13,44,834,13:44.8,40.47
16,11,49,7,11:49.0,43.92
9,52,31,353,52:31.4,45.44
12,42,27,449,42:27.4,39.29
15,0,7,754,00:07.8,43.31
16,58,3,899,58:03.9,44.1
13,41,40,844,41:40.8,42.66
11,53,44,237,53:44.2,41.48
9,19,2,180,19:02.2,45.28
13,45,15,893,45:15.9,43.28
12,14,34,415,14:34.4,39.42
13,24,59,793,24:59.8,41.65
14,12,33,516,12:33.5,39.63
10,12,36,998,12:37.0,46.65
10,50,23,887,50:23.9,46.26
13,3,6,390,03:06.4,41.61
14,29,52,199,29:52.2,42.2
11,29,10,89,29:10.1,43.31
16,18,37,146,18:37.1,42.64
14,28,20,227,28:20.2,42.59
15,9,40,497,09:40.5,42.38
10,2,13,905,02:13.9,45.84
9,14,38,650,14:38.7,45.24
14,15,46,173,15:46.2,40.21
10,43,19,425,43:19.4,43.86
12,33,43,527,33:43.5,40.04
14,5,27,770,05:27.8,39.06
12,26,19,612,26:19.6,39.69
10,51,31,668,51:31.7,46.26
15,53,54,88,53:54.1,41.6
15,45,13,507,45:13.5,43.24
12,37,18,3,37:18.0,39.32
15,1,21,10,01:21.0,43.19
14,12,1,650,12:01.7,39.32
10,33,41,974,33:42.0,47.89
15,28,43,606,28:43.6,43.12
14,41,55,521,41:55.5,43.36
12,55,58,952,55:59.0,40
11,24,12,597,24:12.6,44.16
9,12,36,967,12:37.0,45.74
13,46,59,308,46:59.3,42.98
13,39,27,684,39:27.7,42.95
11,12,7,541,12:07.5,45.78
13,16,31,600,16:31.6,41.31
15,12,30,906,12:30.9,42.65
9,43,58,497,43:58.5,44.46
13,32,59,981,33:00.0,42.14
16,15,4,608,15:04.6,43.31
10,35,24,721,35:24.7,47.37
15,3,51,431,03:51.4,42.69
14,13,53,945,13:53.9,40.46
15,55,59,486,55:59.5,41.5
14,25,19,452,25:19.5,42.11
16,13,16,328,13:16.3,43.16
15,19,3,250,19:03.3,43.96
10,16,15,340,16:15.3,47.55
16,0,46,34,00:46.0,43.03
13,54,39,822,54:39.8,41.06
14,8,44,581,08:44.6,39.14
14,5,38,805,05:38.8,39.25
13,30,58,867,30:58.9,42.28
13,20,55,558,20:55.6,42.51
11,52,55,261,52:55.3,41.57
14,7,36,149,07:36.1,38.51
11,22,45,15,22:45.0,44.78
13,0,29,733,00:29.7,41.16
9,53,1,318,53:01.3,45.3
10,30,48,874,30:48.9,48
10,52,17,222,52:17.2,45.56
10,52,40,320,52:40.3,45.18
11,15,13,660,15:13.7,45.62
13,19,20,973,19:21.0,42.04
12,0,33,511,00:33.5,41.33
11,56,46,569,56:46.6,42.49
16,12,38,429,12:38.4,43.65
11,54,22,321,54:22.3,41.87
10,27,45,811,27:45.8,48.23
14,24,41,800,24:41.8,42.1
10,40,6,869,40:06.9,45.86
12,29,21,4,29:21.0,39.54
9,9,1,680,09:01.7,45.63
10,18,0,656,18:00.7,47.68
10,51,45,145,51:45.1,45.89
16,46,26,222,46:26.2,43.96
10,37,56,939,37:56.9,46.16
14,15,9,233,15:09.2,39.93
14,3,12,750,03:12.7,38.27
13,48,36,535,48:36.5,41.82
16,6,18,729,06:18.7,42.84
13,34,18,738,34:18.7,42.48
14,43,37,125,43:37.1,42.38
9,40,38,860,40:38.9,44.34
9,26,39,407,26:39.4,44.88
9,37,30,20,37:30.0,44.2
14,12,20,865,12:20.9,39.46
10,12,49,558,12:49.6,46.91
14,33,22,796,33:22.8,42.61
13,44,34,768,44:34.8,43.17
9,0,2,541,00:02.5,46.06
9,14,9,287,14:09.3,44.96
12,40,59,330,40:59.3,39.28
11,11,8,140,11:08.1,45.17
11,20,7,300,20:07.3,45.42
9,35,32,214,35:32.2,44.53
9,15,49,951,15:50.0,45.87
10,29,32,790,29:32.8,48.9
16,35,10,656,35:10.7,43.66
12,31,24,405,31:24.4,40.38
15,26,51,377,26:51.4,42.58
10,2,47,100,02:47.1,45.84
11,12,24,37,12:24.0,45.54
10,47,5,891,47:05.9,44.91
12,33,54,164,33:54.2,39.97
9,23,31,728,23:31.7,45.8
12,23,20,698,23:20.7,38.77
12,34,47,982,34:48.0,40.11
14,47,40,58,47:40.1,44.61
15,43,35,326,43:35.3,43.53
13,26,28,380,26:28.4,42.19
16,36,17,252,36:17.3,43.69
13,1,52,698,01:52.7,41.13
14,35,58,219,35:58.2,43.32
16,36,27,437,36:27.4,43.45
14,30,33,926,30:33.9,42.48
12,18,24,350,18:24.4,39.32
13,29,30,807,29:30.8,41.82
13,31,10,158,31:10.2,42.51
14,59,20,410,59:20.4,43.28
12,21,7,856,21:07.9,38.95
11,44,36,545,44:36.5,42.72
16,19,42,129,19:42.1,42.33
11,30,2,291,30:02.3,43.34
12,24,55,295,24:55.3,39.47
10,8,34,71,08:34.1,46.93
13,22,14,546,22:14.5,42.17
15,38,43,357,38:43.4,43.87
16,8,11,993,08:12.0,43.6
13,49,30,434,49:30.4,42.47
15,3,20,320,03:20.3,42.88
10,52,21,899,52:21.9,45.42
12,6,12,298,06:12.3,40.19
10,10,18,270,10:18.3,47.34
13,55,55,79,55:55.1,40.64
13,34,22,37,34:22.0,42.44
14,18,2,408,18:02.4,40.02
14,47,5,739,47:05.7,44.46
10,56,37,479,56:37.5,45.67
9,35,47,321,35:47.3,44.46
13,11,26,604,11:26.6,40.03
9,11,28,439,11:28.4,45.75
11,37,44,868,37:44.9,42.75
16,19,50,21,19:50.0,42.24
15,25,35,841,25:35.8,43.11
10,14,17,740,14:17.7,46.93
13,13,41,174,13:41.2,40.48
15,57,19,761,57:19.8,42.26
14,15,57,882,15:57.9,40.33
9,13,5,106,13:05.1,45.84
10,57,20,105,57:20.1,45.43
12,9,45,73,09:45.1,40.78
15,51,28,492,51:28.5,42.21
14,17,36,507,17:36.5,40.14
14,13,56,850,13:56.9,40.29
16,5,49,503,05:49.5,43.04
10,25,0,933,25:00.9,47.45
14,0,34,17,00:34.0,39.46
13,47,33,343,47:33.3,42.4
16,30,40,973,30:41.0,42.08
9,49,18,743,49:18.7,46.51
15,56,48,5,56:48.0,41.99
12,10,36,242,10:36.2,40.89
15,3,36,796,03:36.8,42.87
13,45,44,935,45:44.9,43.16
16,39,8,285,39:08.3,44.51
10,59,18,266,59:18.3,45.83
15,28,6,728,28:06.7,43.01
9,59,5,250,59:05.2,45.05
9,39,4,367,39:04.4,44.35
14,17,30,972,17:31.0,40.11
15,51,5,134,51:05.1,42.39
11,49,53,400,49:53.4,42.7
15,4,12,27,04:12.0,42.72
9,11,38,364,11:38.4,45.72
16,17,52,917,17:52.9,42.91
9,55,38,450,55:38.4,44.97
11,52,15,540,52:15.5,41.62
14,33,2,250,33:02.3,42.96
12,15,34,337,15:34.3,39.14
12,30,38,181,30:38.2,38.69
11,0,11,230,00:11.2,46.49
11,9,36,40,09:36.0,46.15
10,11,9,569,11:09.6,46.98
11,44,12,990,44:13.0,42.42
10,14,15,949,14:15.9,46.96
15,27,51,674,27:51.7,43.2
12,47,52,258,47:52.3,39.6
9,25,44,187,25:44.2,45.11
12,59,39,627,59:39.6,40.7
12,49,49,564,49:49.6,40.29
12,10,54,617,10:54.6,40.59
11,39,9,13,39:09.0,42.24
11,23,32,532,23:32.5,44.58
16,24,40,615,24:40.6,42.68
12,24,38,868,24:38.9,39.25
11,39,25,212,39:25.2,42.53
11,23,52,596,23:52.6,44.52
15,6,5,726,06:05.7,42.07
12,56,56,330,56:56.3,40.35
11,23,35,19,23:35.0,44.62
13,2,15,804,02:15.8,41
9,25,7,419,25:07.4,45.11
10,54,16,638,54:16.6,45.3
14,9,44,318,09:44.3,39.04
10,44,59,303,44:59.3,44.19
14,22,20,219,22:20.2,41.64
12,11,25,15,11:25.0,40.56
9,57,36,871,57:36.9,45.78
15,42,7,998,42:08.0,43.52
11,6,55,521,06:55.5,46.51
13,20,57,747,20:57.7,42.52
15,28,18,823,28:18.8,43.22
11,57,5,629,57:05.6,42.32
12,19,21,455,19:21.5,39.46
11,40,45,78,40:45.1,42.78
11,5,22,517,05:22.5,45.97
12,59,32,760,59:32.8,40.69
14,8,31,526,08:31.5,38.82
14,24,11,284,24:11.3,42.15
12,52,15,638,52:15.6,40.61
15,14,43,388,14:43.4,43.27
9,38,9,200,38:09.2,44.07
10,5,46,749,05:46.7,46.15
11,19,18,351,19:18.4,45.85
16,43,10,425,43:10.4,44.42
10,47,8,179,47:08.2,45.03
16,33,54,219,33:54.2,43.86
16,35,22,712,35:22.7,43.51
12,35,49,59,35:49.1,39.33
13,7,8,1,07:08.0,40.56
12,17,19,852,17:19.9,39.15
12,57,7,922,57:07.9,40.2
15,56,53,438,56:53.4,42.17
12,5,53,47,05:53.0,40.17
13,7,30,470,07:30.5,40.43
12,0,42,732,00:42.7,41.21
9,24,59,253,24:59.3,45.21
9,29,38,904,29:38.9,46.55
15,6,58,168,06:58.2,42.31
9,20,52,829,20:52.8,45.76
15,45,30,411,45:30.4,42.62
10,26,48,606,26:48.6,47.72
15,25,43,146,25:43.1,43.02
10,57,24,543,57:24.5,45.23
11,13,15,802,13:15.8,46.03
11,22,11,261,22:11.3,45.04
15,43,53,446,43:53.4,43.26
14,18,21,681,18:21.7,39.97
9,38,39,277,38:39.3,44.25
9,0,59,371,00:59.4,46.16
14,5,11,215,05:11.2,38.96
16,51,42,890,51:42.9,42.69
12,18,31,55,18:31.1,39.6
14,6,24,334,06:24.3,38.47
9,9,41,770,09:41.8,46.46
12,22,56,611,22:56.6,38.76
16,20,28,991,20:29.0,42.48
14,20,21,557,20:21.6,41.08
13,56,13,699,56:13.7,40.09
14,23,48,516,23:48.5,41.98
11,8,29,325,08:29.3,46.5
14,47,6,609,47:06.6,44.45
10,34,2,599,34:02.6,47.94
10,32,10,234,32:10.2,47.45
11,8,9,753,08:09.8,46.36
10,33,1,741,33:01.7,47.1
16,42,6,529,42:06.5,44.66
15,5,28,17,05:28.0,42.25
15,9,30,161,09:30.2,42.6
16,37,27,434,37:27.4,43.95
14,6,39,631,06:39.6,38.43
14,27,49,407,27:49.4,42.38
10,31,9,769,31:09.8,47.78
10,36,27,203,36:27.2,46.61
11,47,33,917,47:33.9,43.12
10,37,33,355,37:33.4,46.23
12,19,8,167,19:08.2,39.69
16,1,56,50,01:56.1,42.86
10,19,15,761,19:15.8,47.27
10,40,12,132,40:12.1,45.61
9,12,56,674,12:56.7,45.92
11,0,0,814,00:00.8,46.3
10,42,12,622,42:12.6,44.06
16,44,13,143,44:13.1,44.89
11,17,42,594,17:42.6,45.5
12,41,4,114,41:04.1,39.22
14,54,35,715,54:35.7,43.92
16,7,55,751,07:55.8,43.05
16,57,26,505,57:26.5,43.71
15,31,31,669,31:31.7,43.7
13,43,14,525,43:14.5,43.12
13,27,22,135,27:22.1,41.62
10,16,43,192,16:43.2,47.66
12,14,20,361,14:20.4,39.62
10,6,34,814,06:34.8,46.36
15,21,54,51,21:54.1,43.87
16,4,17,178,04:17.2,42.13
16,49,38,942,49:38.9,42.51
15,24,31,570,24:31.6,44.5
9,9,33,384,09:33.4,46.33
9,30,43,127,30:43.1,46.77
14,8,34,465,08:34.5,38.93
14,18,22,164,18:22.2,39.99
11,56,58,351,56:58.4,42.7
9,32,14,83,32:14.1,45.67
14,35,47,345,35:47.3,43.05
12,19,8,206,19:08.2,39.68
10,17,48,639,17:48.6,47.33
13,53,53,821,53:53.8,41.41
10,30,38,331,30:38.3,48.14
13,53,28,876,53:28.9,41.68
12,17,15,882,17:15.9,39.02
9,55,56,885,55:56.9,44.97
12,53,39,813,53:39.8,40.91
10,25,49,477,25:49.5,47.96
13,33,45,579,33:45.6,42.45
16,14,54,300,14:54.3,43.17
13,45,23,48,45:23.0,43.26
9,8,40,858,08:40.9,45.68
11,12,48,194,12:48.2,45.67
12,22,34,688,22:34.7,38.6
15,37,28,575,37:28.6,43.59
10,33,15,492,33:15.5,47.36
13,51,11,760,51:11.8,42.05
10,52,17,121,52:17.1,45.6
10,12,21,790,12:21.8,46.96
14,50,15,469,50:15.5,44.21
16,33,33,704,33:33.7,43.61
11,2,15,806,02:15.8,45.67
10,27,5,700,27:05.7,47.91
13,57,49,882,57:49.9,39.68
16,20,6,277,20:06.3,42.35
10,27,11,696,27:11.7,47.83
13,39,12,452,39:12.5,43.34
11,19,44,962,19:45.0,45.77
15,4,37,510,04:37.5,42.52
10,10,51,990,10:52.0,47.06
15,24,7,592,24:07.6,44.89
13,35,11,344,35:11.3,43.08
16,23,12,376,23:12.4,42.7
14,44,49,637,44:49.6,43.41
15,22,52,464,22:52.5,44.56
11,42,2,480,42:02.5,42.57
14,58,31,636,58:31.6,43.47
15,37,14,126,37:14.1,43.58
12,6,20,413,06:20.4,40.35
11,23,0,224,23:00.2,45.1
16,27,40,249,27:40.2,41.85
13,8,38,352,08:38.4,40.17
16,12,53,449,12:53.4,43.41
10,32,51,924,32:51.9,47.34
15,18,27,371,18:27.4,43.51
13,10,11,279,10:11.3,40.46
16,58,23,31,58:23.0,43.72
14,6,46,554,06:46.6,38.44
15,31,41,76,31:41.1,43.35
13,17,51,365,17:51.4,41.93
16,49,1,513,49:01.5,42.61
16,47,32,969,47:33.0,43.22
13,40,4,32,40:04.0,43.37
10,22,23,670,22:23.7,47.24
15,53,54,806,53:54.8,41.52
9,7,34,195,07:34.2,46.38
11,54,50,989,54:51.0,42.13
11,19,41,357,19:41.4,45.78
12,53,51,893,53:51.9,40.62
15,20,22,305,20:22.3,43.99
10,57,3,632,57:03.6,45.75
9,57,23,681,57:23.7,45.57
10,12,28,907,12:28.9,46.79
9,44,9,954,44:10.0,44.67
13,20,17,313,20:17.3,42.37
14,5,11,623,05:11.6,39.01
10,10,41,942,10:41.9,47.31
12,0,19,858,00:19.9,41.29
10,49,30,687,49:30.7,45.87
15,35,24,181,35:24.2,43.8
14,25,51,925,25:51.9,41.63
15,0,3,800,00:03.8,43.39
14,1,29,705,01:29.7,39.25
15,24,19,810,24:19.8,44.75
16,34,33,374,34:33.4,43.76
13,33,41,769,33:41.8,42.27
9,26,36,148,26:36.1,44.92
14,53,31,179,53:31.2,44.04
13,5,29,626,05:29.6,41.08
12,54,49,633,54:49.6,40.54
9,57,36,358,57:36.4,45.73
11,58,50,407,58:50.4,41.79
13,3,11,361,03:11.4,41.6
15,31,32,820,31:32.8,43.58
11,7,28,918,07:28.9,46.24
9,25,20,426,25:20.4,44.79
13,56,20,709,56:20.7,39.89
15,38,35,64,38:35.1,44.12
14,21,30,836,21:30.8,41.72
11,53,4,288,53:04.3,41.83
16,13,56,411,13:56.4,42.39
15,34,39,91,34:39.1,43.53
11,19,6,560,19:06.6,45.86
9,27,2,506,27:02.5,45.04
13,15,19,396,15:19.4,41.11
14,53,7,546,53:07.5,44.2
16,59,33,141,59:33.1,43.34
